"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"24",649144,"Wells, Alexander","2021-09-07","80","30.0","0.333","0.000","0.333","0.333","0.393","0.354","0.246","2","6","79.4","16.5","2546","73.6","72.08","1","10","14","-1.5","5.56","105","152","119","149","298","326","291"
"24",607536,"Freeland, Kyle","2021-09-11","86","27.9","0.000","0.000","0.000","0.000","0.000","0.102","0.110","0","7","80.4","6.8","2394","78.8","78.81","3","9","15","0.0","6.45","115","153","122","147","280","316","293"
"24",608331,"Fried, Max","2021-08-20","90","26.7","0.200","0.200","0.333","0.400","0.248","0.118","0.122","1","5","84.5","11.0","2631","74.6","74.10","6","11","13","-0.5","6.30","108","154","123","147","306","330","283"
"24",621244,"Berríos, José","2021-04-14","77","31.2","0.000","0.000","0.000","0.000","0.000","0.278","0.171","0","6","86.6","17.5","2343","85.1","84.90","6","10","14","-0.2","6.25","107","152","117","149","296","337","292"
"24",664192,"Lucchesi, Joey","2021-05-27","70","34.3","0.000","0.000","0.000","0.000","0.000","0.232","0.254","0","4","88.8","-0.3","2084","79.4","79.97","3","11","13","0.6","6.22","104","146","105","147","306","326","294"
"24",571760,"Heaney, Andrew","2021-07-16","79","30.4","0.250","0.000","0.500","0.250","0.320","0.290","0.190","1","4","92.1","-4.5","2581","78.1","77.32","4","9","15","-0.8","5.95","117","156","116","148","300","327","293"
"24",594835,"Gonzales, Marco","2021-04-01","99","24.2","0.375","0.125","0.429","0.500","0.375","0.338","0.330","3","8","85.2","5.6","2272","74.5","74.01","1","9","15","-0.5","6.30","108","149","113","144","293","322","297"
"24",666120,"Anderson, Ian","2021-04-04","88","27.3","0.000","0.000","0.000","0.000","0.000","0.062","0.068","0","4","96.1","-5.0","2013","80.5","81.15","3","6","18","0.6","6.81","109","154","121","153","288","320","286"
"24",605397,"Musgrove, Joe","2021-05-19","93","25.8","0.000","0.000","0.000","0.000","0.000","0.186","0.194","0","3","75.3","-21.7","2734","82.1","81.28","5","14","10","-0.8","5.90","118","153","136","141","303","322","303"
"24",571927,"Matz, Steven","2021-09-23","80","30.0","0.500","0.167","1.000","0.667","0.500","0.323","0.332","3","6","101.6","7.3","2418","78.1","78.22","5","13","11","0.1","6.50","102","148","113","144","287","318","296"
"24",656546,"Hoffman, Jeff","2021-05-11","75","32.0","0.250","0.000","1.000","0.250","0.320","0.286","0.170","1","4","100.1","15.0","2539","78.1","77.88","5","10","14","-0.2","6.44","103","139","106","132","302","306","274"
"24",605288,"Houser, Adrian","2021-06-01","98","24.5","0.200","0.000","0.500","0.200","0.176","0.116","0.127","1","5","76.1","-19.0","1842","80.3","80.25","5","12","12","0.0","6.39","109","152","113","149","301","318","300"
"24",544931,"Strasburg, Stephen","2021-04-13","88","27.3","0.200","0.000","0.250","0.200","0.176","0.351","0.320","1","5","88.0","36.0","2690","78.4","78.88","0","7","17","0.5","6.75","107","151","113","146","303","311","294"
"24",500779,"Quintana, José","2021-05-09","97","24.7","0.500","0.500","1.000","1.000","0.656","0.410","0.129","1","2","98.4","-5.0","2276","79.2","79.22","3","6","18","0.0","6.39","113","150","118","164","304","325","302"
"24",607200,"Fedde, Erick","2021-08-06","93","25.8","0.400","0.200","0.500","0.600","0.469","0.493","0.365","2","5","80.8","-27.8","2317","79.0","79.25","2","7","17","0.2","6.60","113","158","121","144","308","326","298"
"24",596049,"Morimando, Shawn","2021-07-09","90","26.7","0.200","0.000","0.333","0.200","0.176","0.209","0.197","1","5","94.2","-16.3","2301","74.9","74.48","1","7","17","-0.4","6.22","103","150","120","150","300","314","281"
"24",502179,"Espino, Paolo","2021-09-13","91","26.4","0.200","0.000","1.000","0.200","0.262","0.193","0.104","1","5","96.5","6.0","2992","71.2","70.74","5","9","15","-0.5","6.47","110","151","131","139","297","320","289"
"24",446372,"Kluber, Corey","2021-04-27","96","25.0","0.333","0.000","0.500","0.333","0.293","0.358","0.373","2","6","84.5","-2.3","2694","82.0","81.91","6","12","12","-0.1","6.38","105","153","121","148","300","331","296"
"24",660761,"Suarez, José","2021-09-24","97","24.7","0.250","0.500","0.143","0.750","0.406","0.457","0.332","2","8","86.9","24.3","2685","78.1","77.75","0","12","12","-0.3","5.94","114","154","116","148","308","325","298"
"24",543475,"Lyles, Jordan","2021-06-27","97","24.7","0.333","0.000","0.400","0.333","0.293","0.276","0.295","2","6","88.3","5.4","2610","80.5","80.60","3","11","13","0.1","6.67","117","148","122","142","312","327","293"
"24",663474,"McKenzie, Triston","2021-07-25","87","27.6","0.400","0.000","1.000","0.400","0.352","0.224","0.237","2","5","89.6","4.0","2227","79.7","80.80","6","11","13","1.1","6.76","122","153","116","153","294","322","297"
"24",425794,"Wainwright, Adam","2021-05-15","92","26.1","0.500","1.500","0.000","2.000","0.941","0.676","0.457","2","4","95.0","23.0","2813","73.0","72.21","1","6","18","-0.8","6.31","113","155","115","152","297","320","295"
"24",623167,"Flexen, Chris","2021-05-07","97","24.7","0.000","0.000","0.000","0.000","0.000","0.080","0.083","0","2","84.9","21.5","2611","75.5","75.04","2","10","14","-0.5","6.03","113","161","109","149","315","342","305"
"24",656756,"Montgomery, Jordan","2021-09-04","97","24.7","0.000","0.000","0.000","0.000","0.231","0.246","0.022","0","4","67.9","20.5","2279","79.5","80.20","5","9","15","0.7","6.63","111","150","118","144","302","318","277"
"24",572070,"Richards, Garrett","2021-05-13","91","26.4","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"3312","79.5","77.88","4","6","18","-1.6","5.83","114","159","124","151","278","321","300"
"24",593334,"Germán, Domingo","2021-04-28","92","26.1","0.000","0.000","0.000","0.000","0.000","0.068","0.057","0","6","77.2","24.0","2650","81.6","81.35","5","11","13","-0.2","6.06","110","152","113","149","299","335","291"
"24",592791,"Taillon, Jameson","2021-05-07","99","24.2","0.000","0.000","0.000","0.000","0.069","0.171","0.119","0","9","88.0","3.5","2732","80.7","81.11","5","14","10","0.4","6.75","117","159","137","149","299","331","290"
"24",518516,"Bumgarner, Madison","2021-05-22","99","24.2","0.429","0.429","0.500","0.857","0.532","0.241","0.213","3","7","79.3","17.7","2703","79.4","79.62","2","12","12","0.2","6.29","109","153","119","147","309","343","301"
"24",663460,"Bubic, Kris","2021-08-03","96","25.0","0.500","0.000","0.500","0.500","0.440","0.188","0.200","1","2","69.8","-41.0","2626","79.6","79.53","2","7","17","-0.1","6.33","102","154","109","141","300","324","299"
"24",669674,"Long, Sam","2021-06-15","65","36.9","0.000","0.000","0.000","0.000","0.138","0.189","0.062","0","4","89.5","4.0","2444","74.2","73.60","2","6","18","-0.6","5.86","119","149","110","148","293","312","287"
"24",657053,"Toussaint, Touki","2021-09-14","75","32.0","0.000","0.000","0.000","0.000","0.115","0.126","0.013","0","5","67.1","-12.0","2378","77.4","78.15","5","6","18","0.7","6.95","104","149","130","144","312","325","295"
"24",672282,"Detmers, Reid","2021-08-08","97","24.7","0.000","0.000","0.000","0.000","0.144","0.284","0.193","0","4","92.1","3.0","2430","73.6","72.50","5","9","15","-1.1","5.46","105","154","114","141","294","325","294"
"24",664285,"Valdez, Framber","2021-09-20","98","24.5","0.000","0.000",,"0.000","0.000","0.000",,"0","4",,,"2949","78.2","76.92","5","6","18","-1.3","5.85","107","150","118","149","300","315","295"
"24",446372,"Kluber, Corey","2021-08-30","68","35.3","0.222","0.333","0.333","0.556","0.388","0.369","0.240","2","9","94.9","15.0","2418","81.8","81.87","6","12","12","0.1","6.34","112","151","122","147","304","317","288"
"24",642232,"Yarbrough, Ryan","2021-06-16","96","25.0","0.500","0.167","0.500","0.667","0.500","0.334","0.350","3","6","75.7","14.4","2238","69.2","69.74","3","12","12","0.5","6.44","105","156","99","152","296","324","295"
"24",425844,"Greinke, Zack","2021-04-17","91","26.4","0.222","0.000","0.333","0.222","0.195","0.201","0.218","2","9","72.1","6.7","2406","71.7","71.02","4","10","14","-0.7","5.87","110","153","116","150","286","309","284"
"23",593334,"Germán, Domingo","2021-06-06","84","27.4","0.000","0.000","0.000","0.000","0.000","0.049","0.042","0","2","80.3","-46.0","2629","81.5","81.10","1","5","18","-0.4","5.99","112","151","123","149","306","334","286"
"23",605397,"Musgrove, Joe","2021-09-26","94","24.5","0.500","0.250","0.667","0.750","0.530","0.399","0.357","2","4","95.4","8.0","2906","82.2","80.88","2","10","13","-1.3","5.79","113","153","166","138","292","321","319"
"23",660761,"Suarez, José","2021-07-20","73","31.5","0.143","0.429","0.000","0.571","0.251","0.119","0.129","1","7","76.8","12.4","2771","79.9","80.08","4","13","10","0.2","6.21","111","157","117","147","297","325","299"
"23",594835,"Gonzales, Marco","2021-04-27","95","24.2","0.286","0.143","0.333","0.429","0.312","0.368","0.299","2","7","101.1","13.5","2411","73.5","73.00","4","14","9","-0.5","6.26","107","155","116","148","285","325","293"
"23",502179,"Espino, Paolo","2021-08-15","77","29.9","0.167","0.000","0.250","0.167","0.147","0.165","0.167","1","6","78.4","-6.8","2976","70.9","70.40","3","12","11","-0.5","6.38","108","157","131","147","313","334","302"
"23",663556,"McClanahan, Shane","2021-08-07","92","25.0","0.143","0.000","0.200","0.143","0.126","0.195","0.208","1","7","95.7","-8.4","2725","82.5","83.27","5","12","11","0.8","6.75","101","153","115","148","304","318","289"
"23",502179,"Espino, Paolo","2021-08-04","90","25.6","0.400","0.400","0.400","0.800","0.497","0.555","0.470","2","5","91.5","3.8","2933","70.6","70.04","4","10","13","-0.6","6.44","110","165","127","143","306","320","295"
"23",663556,"McClanahan, Shane","2021-08-19","79","29.1","0.167","0.083","0.333","0.250","0.177","0.269","0.227","2","12","94.1","20.5","2649","81.2","81.99","7","15","8","0.8","6.89","105","153","116","150","304","316","293"
"23",518516,"Bumgarner, Madison","2021-05-11","84","27.4","0.143","0.143","0.250","0.286","0.177","0.173","0.141","1","7","88.5","16.3","2696","80.2","79.95","6","12","11","-0.2","6.34","113","154","116","149","301","331","297"
"23",622503,"Crismatt, Nabil","2021-04-13","85","27.1","0.000","0.000",,"0.000","0.361","0.361",,"0","1",,,"2321","70.3","70.60","5","8","15","0.3","7.10","107","147","116","146","300","310","295"
"23",666120,"Anderson, Ian","2021-06-10","98","23.5","0.000","0.000","0.000","0.000","0.000","0.416","0.443","0","4","101.0","1.7","1823","80.8","81.54","2","10","13","0.7","6.72","111","153","118","152","297","318","283"
"23",543243,"Gray, Sonny","2021-05-27","90","25.6","0.200","0.000","0.250","0.200","0.176","0.246","0.247","1","5","91.3","10.5","2829","80.0","79.91","4","13","10","-0.1","6.52","111","153","119","158","302","319","307"
"23",669060,"Wilson, Bryse","2021-08-08","97","23.7","0.000","0.000","0.000","0.000","0.000","0.046","0.044","0","7","86.3","11.3","2330","78.7","79.22","5","13","10","0.5","6.65","113","151","121","147","296","318","278"
"23",608331,"Fried, Max","2021-06-01","92","25.0","0.000","0.000","0.000","0.000","0.000","0.073","0.077","0","3","58.7","-66.0","2693","75.1","74.80","2","11","12","-0.3","6.23","103","147","119","145","314","318","288"
"23",669203,"Burnes, Corbin","2021-09-25","104","22.1","0.111","0.000","0.333","0.111","0.098","0.174","0.188","1","9","88.9","24.7","2916","81.7","81.60","7","13","10","-0.1","6.27","115","152","116","149","297","323","299"
"23",656756,"Montgomery, Jordan","2021-08-01","81","28.4","0.000","0.000","0.000","0.000","0.000","0.149","0.149","0","6","93.2","3.7","2235","79.7","79.76","5","14","9","0.1","6.39","112","153","121","148","301","318","286"
"23",641778,"Lauer, Eric","2021-08-27","102","22.5","0.000","0.000","0.000","0.000","0.000","0.102","0.077","0","5","95.0","26.0","2523","79.2","79.02","2","12","11","-0.2","6.01","112","154","115","141","304","330","295"
"23",425844,"Greinke, Zack","2021-05-14","103","22.3","0.286","0.000","0.500","0.286","0.251","0.294","0.299","2","7","90.0","18.0","2341","69.5","68.91","5","14","9","-0.6","5.80","110","151","113","150","283","326","287"
"23",680686,"Gray, Josiah","2021-08-07","82","28.0","0.000","0.000",,"0.000","0.099","0.099",,"0","6",,,"2463","83.6","82.86","11","13","10","-0.7","5.64","110","157","123","144","306","318","297"
"23",623167,"Flexen, Chris","2021-08-24","105","21.9","0.600","0.200","0.600","0.800","0.615","0.503","0.496","3","5","87.2","1.2","2760","77.9","77.51","2","8","15","-0.4","6.09","112","156","113","148","299","314","293"
"23",657006,"Steele, Justin","2021-09-12","101","22.8","0.500","0.000","0.667","0.500","0.440","0.404","0.406","2","4","95.4","23.3","2474","78.4","78.66","2","5","18","0.3","6.42","99","146","115","145","293","323","300"
"23",666120,"Anderson, Ian","2021-09-17","99","23.2","0.250","0.250","0.500","0.500","0.310","0.182","0.137","1","4","92.3","39.5","2017","80.5","81.73","4","7","16","1.2","6.97","115","154","134","139","302","325","298"
"23",608328,"De Jong, Chase","2021-05-30","82","28.0","0.200","0.400","0.250","0.600","0.314","0.233","0.205","1","5","86.2","7.0","2793","77.2","75.93","1","8","15","-1.3","5.68","110","155","124","146","292","311","285"
"23",663460,"Bubic, Kris","2021-08-08","92","25.0","0.000","0.000","0.000","0.000","0.241","0.289","0.081","0","2","84.9","-8.0","2573","77.9","77.65","1","5","18","-0.2","6.26","104","157","116","144","306","321","302"
"23",608331,"Fried, Max","2021-09-12","89","25.8","0.143","0.000","0.250","0.143","0.196","0.231","0.159","1","7","80.5","9.5","2593","74.0","73.66","5","13","10","-0.3","6.31","106","152","117","150","310","323","293"
"23",448179,"Hill, Rich","2021-07-05","57","40.4","0.200","0.000","1.000","0.200","0.377","0.290","0.041","1","5","65.2","-51.0","2576","70.6","69.51","5","10","13","-1.1","6.32","111","154","113","148","293","327","288"
"23",425794,"Wainwright, Adam","2021-09-28","102","22.5","0.250","0.000","0.333","0.250","0.220","0.184","0.199","1","4","78.3","-5.7","2847","74.1","73.65","2","10","13","-0.5","6.39","118","171","124","151","302","332","305"
"23",628711,"Urías, Julio","2021-09-21","73","31.5","0.375","0.250","0.500","0.625","0.420","0.221","0.151","3","8","85.7","17.3","2915","79.7","79.01","5","12","11","-0.7","5.46","107","145","106","141","307","318","292"
"23",605397,"Musgrove, Joe","2021-08-09","94","24.5","0.000","0.000","0.000","0.000","0.000","0.026","0.019","0","4","76.2","1.0","2861","81.4","80.16","5","7","16","-1.2","5.85","107","153","121","148","297","330","317"
"23",661269,"Gutierrez, Vladimir","2021-07-27","109","21.1","0.200","0.200","0.200","0.400","0.322","0.280","0.209","1","5","80.1","22.0","2655","78.5","78.67","2","8","15","0.2","6.57","127","169","123","150","287","323","304"
"23",656756,"Montgomery, Jordan","2021-05-16","76","30.3","0.400","0.200","0.667","0.600","0.424","0.190","0.207","2","5","81.1","10.7","2229","80.5","77.20","7","13","10","-3.3","6.51","104","152","113","151","290","318","291"
"23",453562,"Arrieta, Jake","2021-04-08","89","25.8","0.000","0.000","0.000","0.000","0.000","0.556","0.307","0","3","104.7","24.0","2780","79.6","78.55","2","5","18","-1.1","5.72","113","153","110","149","300","320","296"
"23",660761,"Suarez, José","2021-06-03","57","40.4","0.200","0.200","0.333","0.400","0.248","0.109","0.107","1","5","88.2","2.3","2804","77.5","77.07","5","11","12","-0.4","6.06","123","142","111","154","290","318","300"
"23",608331,"Fried, Max","2021-04-01","94","24.5","0.000","0.000","0.000","0.000","0.180","0.201","0.024","0","3","81.8","-24.0","2720","75.8","75.08","3","6","17","-0.7","6.22","105","151","116","150","292","315","281"
"23",608331,"Fried, Max","2021-05-23","87","26.4","0.000","0.000","0.000","0.000","0.099","0.170","0.076","0","6","74.1","-1.6","2718","74.9","74.34","3","8","15","-0.6","6.11","110","151","123","149","303","307","280"
"23",592314,"Foltynewicz, Mike","2021-08-12","98","23.5","0.333","0.000","0.500","0.333","0.251","0.224","0.188","2","6","83.7","12.8","2307","75.7","75.50","3","11","12","-0.2","5.93","112","162","118","146","306","330","291"
"23",593334,"Germán, Domingo","2021-07-31","66","34.8","0.250","0.500","1.000","0.750","0.452","0.434","0.223","1","4","114.3","19.0","2760","81.3","80.77","7","8","15","-0.5","5.95","104","156","116","147","306","324","287"
"23",605507,"Thompson, Zach","2021-07-04","87","26.4","0.000","0.000","0.000","0.000","0.000","0.055","0.060","0","7","72.2","-12.8","2242","76.9","77.14","3","9","14","0.2","6.41","107","151","133","145","307","326","293"
"23",543135,"Eovaldi, Nathan","2021-09-03","98","23.5","0.250","0.000","0.333","0.250","0.220","0.080","0.078","1","4","82.5","-17.7","1986","78.4","79.10","3","7","16","0.7","6.70","110","156","109","152","275","316","308"
"23",608331,"Fried, Max","2021-06-12","94","24.5","0.000","0.000","0.000","0.000","0.173","0.195","0.020","0","3","72.4","-27.0","2575","74.2","73.47","4","10","13","-0.7","6.15","110","152","135","142","304","313","290"
"23",664285,"Valdez, Framber","2021-06-26","86","26.7","0.000","0.000","0.000","0.000","0.000","0.013","0.014","0","6","83.9","-20.0","2755","77.8","77.01","4","9","14","-0.8","5.90","109","155","121","149","304","324","289"
"23",607644,"Means, John","2021-07-31","99","23.2","0.200","0.000","0.333","0.200","0.176","0.030","0.028","1","5","79.7","45.7","2201","77.4","76.46","2","6","17","-0.9","5.79","109","154","119","149","302","324","280"
